Topic,Count,Name,Representation,Representative_Docs
28,505,28_opozita_opozitë_opozitën_opozitës,"['opozita', 'opozitë', 'opozitën', 'opozitës', 'politike', 'politikë', 'politik', 'opozitar', 'ju', 'jeni']","['Filloi lufta në Ukrainë, përsëri filluan ankesat. E ka fajin opozita për çdo gjë në këtë vend; e ka fajin opozita që ka 8 vjet në opozitë për të gjitha vendimet që kanë marrë vetë këta.', 'Çfarë problemi keni?! Opozita këtë bën. Shikoni si e keni katandisur opozitën! Nuk ju mjafton?!', 'Kjo lloj politike nuk i vlen askujt, as opozitës. Opozita e bazuar te faktet nuk është një opozitë e dobët.']"
29,499,29_gjinore_grave_gratë_gra,"['gjinore', 'grave', 'gratë', 'gra', 'barazinë', 'burrat', 'non', 'grata', 'barazisë', 'deputete']","['Unë jam e fushës së barazisë gjinore dhe e di se çfarë do të thotë në qoftë se barazia gjinore do të merrte 50 milionë euro.', 'Koleget tona, ish-koleget tona apo, ashtu siç e thashë, gra të tjera, që punojnë për mbrojtjen e të drejtave të grave, e fillojnë pikërisht me atë që është më e rëndësishmja, me rritjen e nivelit të përfaqësimit të grave në Parlament, sepse, duke pasur më shumë gra në Parlament, edhe shoqëria apo dhe politika është më e mirë, por, nga ana tjetër, ne e dimë shumë mirë që kauzat për çështje sociale apo për çështje të mbrojtjes së të drejtave të fëmijëve apo të drejtave të grave, kapen e trajtohen më shumë nga gratë deputete.', 'Nëse po, mos dilni më të flisni për të drejtat e grave, për barazinë gjinore!']"
30,492,30_qeveri_qeveria_qeverie_qeverisë,"['qeveri', 'qeveria', 'qeverie', 'qeverisë', 'adresë', 'kjo', 'qytetarëve', 'qytetarët', 'mund', 'kësaj']","['A mund të bëj qeveria më shumë? Po patjetër. Çfarë ka bërë më shumë qeveria?', 'Po jua them përsëri, diferenca është se kanë një qeveri të përgjegjshme, nuk kanë një qeveri hajdutësh.', 'Po tani, nuk ka qenë qeveria jonë, nuk ka qenë ndonjë qeveri tjetër, jeni po ju.']"
31,482,31_shëndetësor_mjekë_mjekëve_mjekët,"['shëndetësor', 'mjekë', 'mjekëve', 'mjekët', 'shqipëri', 'shëndetësore', 'shëndetësisë', 'shëndetësi', 'spitalet', 'xhepi']","['Kush e ofron këtë kujdes shëndetësor? Sigurisht e ofrojnë mjekët, por nëpërmjet detyrimit që ka shteti për të bërë të mundur shtrirjen e sistemit dhe kujdesit shëndetësor në të gjithë territorin e Republikës së Shqipërisë.', 'Për të garantuar një shërbim shëndetësor cilësor për çdo qytetar shqiptar, në çdo spital të vendit.', 'Kuptohet se shërbimi parësor mjekësor e vuan më shumë mungesën e mjekëve dhe, po të llogarisim se sa mjekë për banorë mbulojnë mjekët e familjes, del se në Shqipëri në realitet vetëm 5,7 mjekë për 10 mijë banorë e mbulojnë me kujdes shëndetësor ambulator vendin tonë.']"
32,445,32_shqiptarët_shqiptarëve_shqiptar_dinë,"['shqiptarët', 'shqiptarëve', 'shqiptar', 'dinë', 'ju', 'shqiptarë', 'bëni', 'keni', 'ua', 'jeni']","['Ky nuk është halli shqiptarëve. Jo, shqiptarët kanë tjetër hall dhe problem tashmë prej 9 vjetësh.', 'Shqiptarët nuk na kanë braktisur të gjithë ne, shqiptarët kanë braktisur një pjesë nga ne.', 'Të jeni të bindur për këtë. Do të ndryshojnë gjërat. Nuk mund t’i lini më shqiptarët në atë formë, t’i dhunoni në format tuaja, shqiptarët do të zgjohen, shqiptarët e kanë kuptuar të vërtetën, shqiptarët e dinë shumë mirë se do të ndryshojë ky pushtet personal i një personi dhe i disa oborrtarëve të tij.']"
33,430,33_bardhi_gazment_zoti_mikrofon,"['bardhi', 'gazment', 'zoti', 'mikrofon', 'ndërhyrje', 'pa', 'lutem', 'procedurë', 'fjalën', 'salla']","['Vijojmë me diskutimet. Fjalën e ka zoti Gazment Bardhi. Keni 6 minuta. Gazment Bardhi – Faleminderit, zonja Kryetare!', 'Lindita Nikolla- Zoti Bardhi, mbaroi koha! (Ndërhyrje pa mikrofon) Gazment Bardhi- Jo, nga i pari tek i...', 'Zoti Bardhi, keni fjalën për herë të fundit për këtë çështje. Gazment Bardhi – Faleminderit, zonja Kryetare!']"
34,411,34_unesco_kulturore_trashëgimisë_kulturës,"['unesco', 'kulturore', 'trashëgimisë', 'kulturës', 'trashëgiminë', 'arkeologjisë', 'muzeu', 'arkeologjike', 'menaxhimit', 'butrintit']","['Pra, kështu duam ta menaxhojmë ne trashëgiminë tonë kulturore?! Asgjë mbi vlerat e jashtëzakonshme universale, që kërkon UNESCO?', 'Uroj që Ministria e Kulturës do ta marrë shumë seriozisht UNESCO-n dhe të reflektojë në të gjitha raportet që kërkon UNESCO- ja.', 'Por ato nuk hyjnë, këtu hyn vetëm financimi që jep shteti shqiptar për ta zbuluar dhe për ta mbrojtur trashëgiminë kulturore, për ta inskriptuar në UNESCO, për të dëgjuar UNESCO-n, për të zbatuar rekomandimet e UNESCO-s dhe për të bërë planin e menaxhimit.']"
35,402,35_votën_zgjedhjet_votat_zgjedhjeve,"['votën', 'zgjedhjet', 'votat', 'zgjedhjeve', 'votës', 'vota', 'zgjedhje', 'votuar', 'votimin', 'votoni']","['Kundër? Abstenim? Miratohet. Neni 7. Pro? Kundër? Abstenim? Miratohet. Kalojmë në votimin në tërësi. Hapet votimi në tërësi.', 'Kush është pro? Kundër? Abstenim? Miratohet. Kalojmë në votimin në tërësi. Hapet votimi. Ju lutem, votoni!', 'Kush është pro? Kundër? Abstenim? Miratohet. Kalojmë në votimin në tërësi. Hapet votimi. Ju lutem, votoni!']"
36,402,36_privatizimit_pronave_pronës_prona,"['privatizimit', 'pronave', 'pronës', 'prona', 'pronë', 'leje', 'pronat', 'shtetërore', 'pronësisë', 'pronën']","['Pse ua jepni klientëve tuaj këto prona? (Ndërhyrje pa mikrofon) Nuk ka lidhje fare me ligjin e privatizimit.', 'Sot, për turp të politikës, prona është akoma një plagë e hapur. E njëjta situatë ndodh edhe me pronën shtetërore, nuk ka asnjë databazë të pronës, as të pronave të pushtetit qendror, as të pushtetit lokal, nuk ka një informacion të plotë se sa prona ka.', 'Shumë prej këtyre objekteve shtrihen në pronat e ish-pronarëve, të cilëve u është njohur apo u është kthyer prona me vendim të Komisionit të Kthimit të Pronave dhe duke qenë se pronarët e trojeve kanë të drejtën e parablerjes së objekteve që ngrihen mbi to, kjo masë do t’i ndihmojë ata për të likuiduar një pjesë të vlerës të këtyre objekteve me bono apo me lekë privatizimi.']"
37,401,37_pensioneve_pensionet_pension_pensionistët,"['pensioneve', 'pensionet', 'pension', 'pensionistët', 'pensionin', 'shqipëri', 'pensionistëve', 'pensioni', 'itali', 'shoqërore']","['Po shikojmë se si po na ikin të rinjtë, sepse Viti 2024 24 Legjislatura e 10-të nuk kanë shpresë që nesër do të marrin një pagë të denjë, që nesër do të marrin një pension, apo njerëzit që janë në pension do të jetojnë me dinjitet, sepse ne e dimë që pensionet në Shqipëri janë minimale.', 'Ama, pensionistët nuk presin këtë. Pensionistët presin të kenë pension minimal sa në Malin e Zi, pensionistët presin të kenë pension mesatar sa në Serbi, sa në Maqedoninë e Veriut apo sa në Bosnjë-Hercegovinë.', 'Për ta bërë më të thjeshtë: në rast se një person është në Itali, ka përfituar nga një pension i caktuar, vitet në Itali i kanë dhënë mundësi për të marrë një pension, por ka edhe 9 vjet në Shqipëri, për të cilat nuk ka qenë i kualifikuar për të pasur një pension.']"
38,372,38_policisë_policia_policinë_shtetit,"['policisë', 'policia', 'policinë', 'shtetit', 'burgjeve', 'polici', 'punonjësit', 'punonjësve', 'punonjës', 'policie']","['Ju theksuat se ka problematika lidhur me punonjësit e Policisë së Burgjeve; thoni që ka rekrutime pa kriter, ka dorëheqje masive të 240 punonjësve nga Policia e Burgjeve, ka vakanca në Policinë e Burgjeve.', 'Po ashtu, kam besim se brezat që do të dalin, duke nisur së shpejti nga Akademia e Policisë, do të jenë një burim i jashtëzakonshëm transformimi i gjakut të Policisë së Shtetit.” Kryeministri Edi Rama kur foli para punonjësve të Policisë së Shtetit, u shpreh: “Specialistë të FBI-së do të vijnë në vendin tonë për ta ndihmuar policinë në luftën e saj kundër krimit”.', 'Ne vetëm e kemi inkurajuar Policinë e Shtetit, dhe këto që po bëjmë, i bëjmë që drejtuesit e policisë të mos mbajnë peng policët e thjeshtë dhe ata që punojnë me rrogë të ulët, të mos jenë mes krimit dhe drejtuesve të korruptuar të Policisë së Shtetit.']"
39,363,39_media_medies_medieve_mediet,"['media', 'medies', 'medieve', 'mediet', 'gazetarëve', 'gazetarët', 'medie', 'mediat', 'lirinë', 'medias']","['Medies ia jep, por as atë që i ka dhënë medies nuk ia jep avokatit.', 'Ashtu sikundër u premtua në Komisionin e Medies, le të vazhdojnë diskutimet për këtë ligj, por, ju lutem shumë, mos vendosni barriera duke thënë: “Kjo media është e këtij, ajo media është atij.” Unë nuk dua të bëj komente për një gjë që në mos është fakt, është perceptim.', 'Ja, edhe tani, ndërkohë që flasim për gazetarët, ju po nxirrni gazetarët. Ky është shembulli më i mirë se si e respektoni lirinë e medies!']"
40,363,40_tiranës_tirana_tiranë_bashkisë,"['tiranës', 'tirana', 'tiranë', 'bashkisë', 'tiranën', 'bashkia', 'kryeqyteti', 'bashki', 'qytet', 'qarkun']","['Si përfaqësuese e qarkut të Tiranës, e zonave për të cilat kemi propozuar ndarjen për bashkitë e reja në Tiranë, një banor më telefonoi dhe më tha se do të vijë në Tiranë të marrë një dokument, por e parashikon në agjendën e tij një herë në muaj për të zbritur në Tiranë, sepse banon në Vrap të Tiranës dhe nuk ka rrugë.', 'Madje, thoni se Tirana është shumë e zhurmshme, Tirana ka ajër të ndotur, ndërkohë që të gjithë vini në Tiranë.', 'Raportet e Tiranës Do ta nis me Tiranën, e nderuar zonjë. Ju sot thatë se Tirana ka zhvillim të madh.']"
41,352,41_komisioneri_komisionerit_civil_shërbimit,"['komisioneri', 'komisionerit', 'civil', 'shërbimit', 'dhënave', 'mbikëqyrjen', 'civilë', 'zyra', 'mbrojtjen', 'personale']","['A e ka shtruar Komisioneri i Shërbimit Civil gjatë punës së vet këtë pyetje? Si e vlerëson Komisioneri i Shërbimit Civil rënien e theksuar të besimit në administratën publike?', 'Nuk e di çfarë masash janë marrë nga Komisioneri lidhur me këtë problem, pasi ligji i përcakton qartë detyrat e Komisionerit, referuar nenit 11, ku thuhet se Komisioneri nuk është avokat i qeverisë dhe i institucioneve të saj, por është mbikëqyrës i shërbimit civil, është person juridik publik, i pavarur, i cili është përgjegjës për mbikëqyrjen e ligjshmërisë dhe për administrimin e shërbimit civil.', '“Kuvendi i Shqipërisë, duke e konsideruar rolin e Komisionerit për Mbikëqyrjen e Shërbimit Civil Viti 2024 18 Legjislatura e 10-të në drejtim të përmbushjes së misionit të tij për garantimin e zbatimit të ligjit në administrimin e shërbimit civil në të gjitha institucionet që punësojnë nëpunës civilë, me qëllim që ky proces të jetë i ndershëm, objektiv, i paanshëm dhe transparent, vlerëson veprimtarinë e Komisionerit për Mbikëqyrjen e Shërbimit Civil në drejtim të: trajtimit të informacioneve, kërkesave dhe sinjalizimeve që kanë ardhur për shqyrtim në drejtim të Komisionerit; mbikëqyrjes së përgjithshme dhe tematike të subjekteve me tipologji të ndryshme dhe të institucioneve në shërbimin civil për t’u kontrolluar në planin vjetor apo me kërkesë të vetë institucioneve; mbikëqyrjes së orientuar për mbledhjen e informacionit lidhur me ekzekutimin e vendimeve gjyqësore të formës së prerë në të gjitha njësitë e vetëqeverisjes vendore; mbikëqyrjes së administrimit të shërbimit civil dhe monitorimin e sjelljes së nëpunësve civilë gjatë periudhës së zgjedhjeve vendore për organet drejtuese në bashkitë e vendit; mbikëqyrjes së orientuar nëpërmjet monitorimit online dhe në subjekt, në lidhje me rekrutimet e realizuara nga Departamenti i Administratës Publike; mbikëqyrjes së orientuar në lidhje me monitorimin e procesit të lirimit nga Shërbimi Civil të punonjësve, që kanë plotësuar moshën e daljes në pension pleqërie; mbikëqyrjes së orientuar për vendet e paplotësuara në pozicionet e punës, pjesë e shërbimit civil në administratën publike; procesit të verifikimit të zbatimit të vendimeve paralajmëruese të Komisionerit pas përfundimit të afatit të paralajmërimit; të pjesëmarrjes së Komisionerit në procese gjyqësore, në pozita ta ndryshme procedurale; ndryshimeve në strukturën organizative dhe të organizimit të brendshëm, me qëllim përmirësimin e funksionimit të institucionit; realizimit të buxhetit të institucionit në masën 92%; bashkëpunimit me Komisionin Qendror të Zgjedhjeve, me Departamentin e Administratës Publike, me Kuvendin e Shqipërisë, Task Forcën e krijuar me vendimin nr.']"
42,339,42_armatosura_ushtarake_forcave_forcat,"['armatosura', 'ushtarake', 'forcave', 'forcat', 'mbrojtjes', 'sigurisë', 'inteligjencës', 'kombëtare', 'civile', 'ushtarak']","['Në kuadër të reformimit dhe të modernizimit të Forcave të Armatosura, Agjencia e Inteligjencës dhe Sigurisë së Mbrojtjes mbështet Forcat e Armatosura me inteligjencë në fushën e zbulimit, kundërzbulimit dhe sigurisë.', 'Projektligji “Për disa shtesa dhe ndryshime në ligjin nr. 59/2014, “Për karrierën ushtarake në Forcat e Armatosura të Republikës së Shqipërisë”” sjell ndryshimin e moshës maksimale, që shtetasit duhet të plotësojnë për t’u pranuar në Forcat e Armatosura, si dhe të moshës maksimale për qëndrimin në shërbimin aktiv; motivimin e ushtarakeve, të cilët spikasin në fusha të caktuara të Forcave të Armatosura, duke aplikuar gradimin e parakohshëm; përmirësimin e funksionimit të komisioneve të karrierës në Forcat e Armatosura; krijimin e kushteve për plotësimin me personel për specialitete të caktuara, duke shtuar mundësinë e rikthimit në shërbimin aktiv.', 'Të nderuar kolegë, unë jam i ndjeshëm kur bëhet fjalë për kapacitetet e strukturave të Forcave të Armatosura e të sigurisë, si dhe për Agjencinë Kombëtare të Mbrojtjes Civile.']"
43,320,43_hekurudhor_transportit_hekurudhore_transportin,"['hekurudhor', 'transportit', 'hekurudhore', 'transportin', 'transporti', 'autobusë', 'linja', 'linjat', 'publik', 'hotit']","['Me zhvillimin që po merr sektori hekurudhor, ku po zbatohen dhe pritet të fillojnë projekte madhore për zhvillimin e infrastrukturës hekurudhore, tregu kërkon urgjentisht krijimin e “administratorit të infrastrukturës”, si subjekt i ndarë nga proceset e transportit hekurudhor.', 'Administratori i infrastrukturës hekurudhore do të fokusohet në përmirësimin dhe mirëmbajtjen e rrjetit. Sipërmarrësi i transportit hekurudhor do të optimizojë shërbimet e transportit, duke përmirësuar shërbimin ndaj udhëtarëve dhe duke mbështetur transportin ndërmondial për mallrat.', 'Për sa i përket transportit hekurudhor, në buxhetin e vitit 2025 është parashikuar rehabilitimi i linjës hekurudhore Vorë-Hani i Hotit, ku dalja është pikërisht Shkodra.']"
44,319,44_zgjedhjet_shqiptarëve_shqiptarët_shqiptarë,"['zgjedhjet', 'shqiptarëve', 'shqiptarët', 'shqiptarë', 'partia', 'votojnë', 'votuar', 'zgjedhje', 'votën', 'socialiste']","['Duke përfunduar, dua t’ju bëj thirrje ndërkombëtarëve. Jemi dakord me programet për drejtësinë, por Shqipëria ka nevojë për një sistem zgjedhor që qytetarët shqiptarë të votojnë të lirë dhe të pandikuar në ndërgjegjen e tyre, sepse nga zgjedhjet e lira vjen gjithçka, nga vota e lirë vjen gjithçka, vjen siguria, vjen drejtësia.', 'Ne jemi për të tjera gjëra në politikë, jemi për qytetarët shqiptarë dhe për ata që na kanë votuar.', 'Gjithsesi, prapë po ta them: ne jemi Partia Socialiste e Shqipërisë, ne jemi partia që jemi në mandatin e tretë qeverisës me votat e shqiptarëve dhe që ju presim qetësisht në zgjedhjet e vitit 2025.']"
45,305,45_buxhetin_buxhetit_2025_buxheti,"['buxhetin', 'buxhetit', '2025', 'buxheti', 'vitit', 'faktik', 'buxhet', '2023', 'nderuar', 'diskutojmë']","['Pra, ajo që po kërkoni është një buxhet i dytë nga ai që është prezantuar në buxhetin e vitit 2025.', 'Mendoj se ne duhet të fillojmë diskutimin e rendit të ditës, që është ligj shumë i rëndësishëm për buxhetin faktik, pasi kemi një mënyrë për t’ju thënë qytetarëve se çfarë ka ndodhur me buxhetin gjatë vitit në vazhdim.', 'Të gjitha këto lidhen me buxhetin. Shikoni buxhetin e vitit 2023, ku janë të ardhurat?']"
