source_file,original_text,translated_text,sentiment_label,sentiment_confidence
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,A ka ndonjë institucion administrativ që të kontrollojë AKSHI-n nëse funksionon në përputhje me ligjin apo jo?,Is there any administrative institution to control the ANA whether it operates in accordance with the law or not?,negative,0.99
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,A ka ushtruar ndonjëherë kontroll tek AKSHI Komisioneri për Mbrojtjen e të Dhënave Personale?,Has the Commissioner for Personal Data Protection ever exercised control over AKSHI?,negative,0.992
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Siç e thashë, AKSHI është një agjenci në varësi të Kryeministrit dhe ka shpenzuar miliona euro për zhvillimin e sistemeve për sigurinë e tyre, por qysh në fillim të sulmit të parë dështoi.","As I said, ANA is an agency subordinate to the Prime Minister and has spent millions of euros on the development of systems for their security, but from the very beginning of the first attack it failed.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Ju po bëni krime shumë më të mëdha, shumë më të dëmshme se sa krimet kibernetike.","You are committing far greater, far more damaging crimes than cybercrime.",negative,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Evis Kushi – E nderuar Kryetare, Të nderuar kolegë, Në fakt, unë nuk do të flas për vete, siç bëre ti, sepse njerëzit këtu nuk janë për të dëgjuar për diplomat tona, por janë për të dëgjuar për sigurinë kibernetike.","Evis Kushi – Dear President, Dear Colleagues, Actually, I will not speak for myself, as you did, because people are not here to hear about our diplomas, but to hear about cyber security.",negative,0.973
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Ju përmendët edhe pedagogët, edhe protestën, në fakt, u hodhët nga një degë në tjetrën, se kam mbajtur shumë shënime, por vetëm për sigurinë kibernetike nuk folët.","You mentioned both the lecturers and the protest, in fact, you jumped from one branch to another, because I took a lot of notes, but you didn't talk about cyber security.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Gjithsesi, le ta lëmë krimin kibernetik, sepse ai sot gëlon dhe depërton sistemet e sigurisë së shtetit shqiptar dhe le të dalim te situata që kemi përpara.","Anyway, let's leave the cybercrime, because today it penetrates and penetrates the security systems of the Albanian state, and let's go to the situation in front of us.",negative,0.992
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Së pari, kemi pritur gjithë këto ditë, Sali, që ta marrësh fjalën këtu dhe të thuash dy fjalë për sulmin kibernetik.","First, we've been waiting all these days, Sali, for you to take the floor here and say two words about the cyber attack.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Sot ishte, në fakt, mundësia, sepse po kalojmë një marrëveshje të aderimit të Shqipërisë në një konventë për krimin kibernetik, por nuk ke thënë asnjë fjalë nga dita e parë e deri sot.","Today was, in fact, the opportunity, because we are passing an agreement on the accession of Albania to a convention on cybercrime, but you have not said a word from the first day until today.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Natyrshëm, Partia Demokratike zyrtare ka bërë disa deklarime këtu, por do të ishte e udhës që ish-Presidenti, si ish-komandant i Forcave të Armatosura dhe ish-Kryeministri të bënte qoftë një deklaratë: “E dënoj sulmin kibernetik të Iranit, të Republikës Islamike të Iranit”.","Naturally, the official Democratic Party has made several statements here, but it would be appropriate for the former President, as the former Commander of the Armed Forces and the former Prime Minister to make at least one statement: ""I condemn the cyber attack of Iran, of the Islamic Republic of Iran.""",negative,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Çështja për të cilën po flasim tani lidhet me marrëveshjen ndaj sulmeve kibernetike.,The issue we are talking about now is related to the agreement against cyber attacks.,negative,0.982
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kemi zhvilluar një seancë dëgjimore me nëndrejtorin e Shërbimit Informativ Shqiptar, kemi zhvilluar seancë dëgjimore si Komision Sigurie edhe me drejtoreshën e AKSHI-t.","We have held a hearing with the deputy director of the Albanian Information Service, we have held a hearing as the Security Commission with the director of AKSHI.",positive,0.993
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Për 1 vit e gjysmë hakerat kanë lundruar në të dhënat e çdo shqiptari dhe tani tallen me ne.,"For 1 and a half years, hackers have navigated the data of every Albanian and now they are making fun of us.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Gjithsesi, edhe kjo pikë e rendit të ditës për aderimin në protokollin e dytë shtesë të Konventës për Krimin Kibernetik, mbështet sërish logjikën e përjashtimit të opozitës dhe territ të transparencës parlamentare për shqiptarët.","However, even this point of the agenda for the accession to the second additional protocol of the Convention on Cybercrime, again supports the logic of the exclusion of the opposition and the terror of parliamentary transparency for Albanians.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kolegë të nderuar, Nga sulmet kibernetike që diskutojmë sot është për t’u theksuar se ajo çka dinë dhe vuajnë shqiptarët në kurriz përmblidhet tek e famshmja platformë e-Albania, e cila më shumë qëndron e bllokuar sesa funksionon për të siguruar shërbimet e kërkuara.","Dear colleagues, Of the cyber attacks that we are discussing today, it should be noted that what Albanians know and suffer at the expense of is summed up in the famous e-Albania platform, which is blocked more than it works to provide the required services.",negative,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Ky parashtrim për çështjen e krimeve dhe sulmeve kibernetike, në thelb lidhet dhe me debatin për rritjen e çmimit të energjisë për fashën mbi 800 kilovatë.",This presentation on the issue of crimes and cyber attacks is basically related to the debate on the increase in the price of energy for the band above 800 kilowatts.,positive,0.994
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Të bëhemi bashkë përballë Iranit, i cili guxon të sulmojë Shqipërinë, infrastrukturën e saj jetike, siç është edhe sistemi ynë kibernetik!","Let's stand together against Iran, which dares to attack Albania, its vital infrastructure, such as our cyber system!",positive,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Vazhdojmë me projektligjin “Për aderimin e Republikës së Shqipërisë në protokollin e dytë shtesë të Konventës për Krimin Kibernetik mbi Bashkëpunimin e Zgjeruar dhe Zbulimin e Provave Elektronike”.,"We continue with the draft law ""On the accession of the Republic of Albania to the second additional protocol of the Convention on Cybercrime on Extended Cooperation and Discovery of Electronic Evidence"".",positive,0.996
